,num_points,max_iterations,application,num_threads,chunk_size,repeat,runtime
298,500,500,withomp,4,default,4,0.020580916999278998
299,500,500,withomp,4,default,5,0.02075858399985009
300,500,500,withomp,5,default,1,0.01683845899970038
301,500,500,withomp,5,default,2,0.016288667000480928
302,500,500,withomp,5,default,3,0.016889749999791093
303,500,500,withomp,5,default,4,0.01739045799968153
304,500,500,withomp,5,default,5,0.01657958299983875
305,500,500,withomp,6,default,1,0.018566167000244604
306,500,500,withomp,6,default,2,0.013629333000608312
307,500,500,withomp,6,default,3,0.013583292000475922
308,500,500,withomp,6,default,4,0.013590874999863445
309,500,500,withomp,6,default,5,0.013592708000032871
310,500,500,withomp,7,default,1,0.011799332999544276
311,500,500,withomp,7,default,2,0.011800584000411618
312,500,500,withomp,7,default,3,0.011782000000494008
313,500,500,withomp,7,default,4,0.011702165999849967
314,500,500,withomp,7,default,5,0.01172429199959879
315,500,500,withomp,8,default,1,0.010476665999703982
316,500,500,withomp,8,default,2,0.010318916999494832
317,500,500,withomp,8,default,3,0.010354125000048953
318,500,500,withomp,8,default,4,0.01031462500031921
319,500,500,withomp,8,default,5,0.010278540999934194
320,500,1000,withomp,1,default,1,0.15907837499980815
321,500,1000,withomp,1,default,2,0.1542842090002523
322,500,1000,withomp,1,default,3,0.15222391699990112
323,500,1000,withomp,1,default,4,0.1484408340002119
324,500,1000,withomp,1,default,5,0.14866100000017468
325,500,1000,withomp,2,default,1,0.0791640000006737
326,500,1000,withomp,2,default,2,0.07849816700036172
327,500,1000,withomp,2,default,3,0.07780599999932747
328,500,1000,withomp,2,default,4,0.07757566700001917
329,500,1000,withomp,2,default,5,0.07755120799993165
330,500,1000,withomp,3,default,1,0.05321429200012062
331,500,1000,withomp,3,default,2,0.05312300000059622
332,500,1000,withomp,3,default,3,0.05308812499970372
333,500,1000,withomp,3,default,4,0.05311616600010893
334,500,1000,withomp,3,default,5,0.05312204200072301
335,500,1000,withomp,4,default,1,0.03979212499962159
336,500,1000,withomp,4,default,2,0.03957116699984908
337,500,1000,withomp,4,default,3,0.039889709000817675
338,500,1000,withomp,4,default,4,0.039875333000054525
339,500,1000,withomp,4,default,5,0.03976837499976682
340,500,1000,withomp,5,default,1,0.031976792000023124
341,500,1000,withomp,5,default,2,0.03190995800014207
342,500,1000,withomp,5,default,3,0.0319134169994868
343,500,1000,withomp,5,default,4,0.031897874999231135
344,500,1000,withomp,5,default,5,0.03192624999974214
345,500,1000,withomp,6,default,1,0.02656387499973789
346,500,1000,withomp,6,default,2,0.026639959000021918
347,500,1000,withomp,6,default,3,0.026508291000027384
348,500,1000,withomp,6,default,4,0.02651408299971081
349,500,1000,withomp,6,default,5,0.026533417000791815
350,500,1000,withomp,7,default,1,0.022852625000268745
351,500,1000,withomp,7,default,2,0.02275254199957999
352,500,1000,withomp,7,default,3,0.022752582999601145
353,500,1000,withomp,7,default,4,0.02281495800070843
354,500,1000,withomp,7,default,5,0.022770833000322455
355,500,1000,withomp,8,default,1,0.020079832999726932
356,500,1000,withomp,8,default,2,0.019992584000647184
357,500,1000,withomp,8,default,3,0.02000183400014066
358,500,1000,withomp,8,default,4,0.020013875000586268
359,500,1000,withomp,8,default,5,0.02001629200003663
360,2000,100,withomp,1,default,1,0.2964559169995482
361,2000,100,withomp,1,default,2,0.2888875829994504
362,2000,100,withomp,1,default,3,0.2827037499992002
363,2000,100,withomp,1,default,4,0.2889574159999029
364,2000,100,withomp,1,default,5,0.28850695799974346
365,2000,100,withomp,2,default,1,0.14801900000020396
366,2000,100,withomp,2,default,2,0.14635508299943467
367,2000,100,withomp,2,default,3,0.1465129580001303
368,2000,100,withomp,2,default,4,0.14654200000040873
369,2000,100,withomp,2,default,5,0.14636020800026017
370,2000,100,withomp,3,default,1,0.10146325000005163
371,2000,100,withomp,3,default,2,0.10046579200025008
372,2000,100,withomp,3,default,3,0.10041275000003225
373,2000,100,withomp,3,default,4,0.10041308400013804
374,2000,100,withomp,3,default,5,0.10038600000007136
375,2000,100,withomp,4,default,1,0.07647008300045854
376,2000,100,withomp,4,default,2,0.07529220800006442
377,2000,100,withomp,4,default,3,0.07531412499974977
378,2000,100,withomp,4,default,4,0.07537737499933428
379,2000,100,withomp,4,default,5,0.07504400000016176
380,2000,100,withomp,5,default,1,0.06065458299963211
381,2000,100,withomp,5,default,2,0.06013204200007749
382,2000,100,withomp,5,default,3,0.060136332999718434
383,2000,100,withomp,5,default,4,0.06017525000061141
384,2000,100,withomp,5,default,5,0.06028908299958857
385,2000,100,withomp,6,default,1,0.05078325000067707
386,2000,100,withomp,6,default,2,0.05016266700022243
387,2000,100,withomp,6,default,3,0.050279875000342145
388,2000,100,withomp,6,default,4,0.05024000000048545
389,2000,100,withomp,6,default,5,0.05027475000042614
390,2000,100,withomp,7,default,1,0.04420924999976705
391,2000,100,withomp,7,default,2,0.04308604200014088
392,2000,100,withomp,7,default,3,0.04313516699949105
393,2000,100,withomp,7,default,4,0.04308604200014088
394,2000,100,withomp,7,default,5,0.04302124999958323
395,2000,100,withomp,8,default,1,0.038641417000690126
396,2000,100,withomp,8,default,2,0.03784345799977018
397,2000,100,withomp,8,default,3,0.03772491600011563
398,2000,100,withomp,8,default,4,0.040621957999974256
399,2000,100,withomp,8,default,5,0.037675958999898285
400,2000,500,withomp,1,default,1,1.2501933339999596
401,2000,500,withomp,1,default,2,1.2197067920005793
402,2000,500,withomp,1,default,3,1.2280737080000108
403,2000,500,withomp,1,default,4,1.2240237500000148
404,2000,500,withomp,1,default,5,1.2206083329992907
405,2000,500,withomp,2,default,1,0.6344505830002163
406,2000,500,withomp,2,default,2,0.6339423750005153
407,2000,500,withomp,2,default,3,0.6341492090004976
408,2000,500,withomp,2,default,4,0.6417070420002347
409,2000,500,withomp,2,default,5,0.6427362920003361
410,2000,500,withomp,3,default,1,0.4361088749992632
411,2000,500,withomp,3,default,2,0.43673629199929564
412,2000,500,withomp,3,default,3,0.43472162500074774
413,2000,500,withomp,3,default,4,0.43541479099985736
414,2000,500,withomp,3,default,5,0.43465454199940723
415,2000,500,withomp,4,default,1,0.32640674999947805
416,2000,500,withomp,4,default,2,0.32534758299971145
417,2000,500,withomp,4,default,3,0.3260964579994834
418,2000,500,withomp,4,default,4,0.32589137500053766
419,2000,500,withomp,4,default,5,0.32533500000045024
420,2000,500,withomp,5,default,1,0.26085791700006666
421,2000,500,withomp,5,default,2,0.26063937500020984
422,2000,500,withomp,5,default,3,0.2611852079999153
423,2000,500,withomp,5,default,4,0.260595583000395
424,2000,500,withomp,5,default,5,0.2607263750005586
425,2000,500,withomp,6,default,1,0.21684100000038597
426,2000,500,withomp,6,default,2,0.2172216250000929
427,2000,500,withomp,6,default,3,0.21728983299999527
428,2000,500,withomp,6,default,4,0.21727595799984556
429,2000,500,withomp,6,default,5,0.21717079100017145
430,2000,500,withomp,7,default,1,0.18750974999966274
431,2000,500,withomp,7,default,2,0.18646512499981327
432,2000,500,withomp,7,default,3,0.18632845800038922
433,2000,500,withomp,7,default,4,0.1885771659999591
434,2000,500,withomp,7,default,5,0.18630691599992133
435,2000,500,withomp,8,default,1,0.1678377919997729
436,2000,500,withomp,8,default,2,0.16894379099994694
437,2000,500,withomp,8,default,3,0.1647419170003559
438,2000,500,withomp,8,default,4,0.1634928339999533
439,2000,500,withomp,8,default,5,0.1630749999994805
440,2000,1000,withomp,1,default,1,2.451751042000069
441,2000,1000,withomp,1,default,2,2.4202665839993642
442,2000,1000,withomp,1,default,3,2.4179070830005003
443,2000,1000,withomp,1,default,4,2.4277166669999133
444,2000,1000,withomp,1,default,5,2.393014750000475
445,2000,1000,withomp,2,default,1,1.241133374999663
446,2000,1000,withomp,2,default,2,1.2396172919998207
447,2000,1000,withomp,2,default,3,1.239157833999343
448,2000,1000,withomp,2,default,4,1.2389038330002222
449,2000,1000,withomp,2,default,5,1.239149833000738
450,2000,1000,withomp,3,default,1,0.849889666999843
451,2000,1000,withomp,3,default,2,0.8462448339996627
452,2000,1000,withomp,3,default,3,0.8503529589997925
453,2000,1000,withomp,3,default,4,0.8491259160000482
454,2000,1000,withomp,3,default,5,0.8532722079999076
455,2000,1000,withomp,4,default,1,0.6368677500004196
456,2000,1000,withomp,4,default,2,0.6373458749994825
457,2000,1000,withomp,4,default,3,0.6390398329995151
458,2000,1000,withomp,4,default,4,0.6427327499995954
459,2000,1000,withomp,4,default,5,0.640967332999935
460,2000,1000,withomp,5,default,1,0.5122715830002562
461,2000,1000,withomp,5,default,2,0.5118994170006772
462,2000,1000,withomp,5,default,3,0.5090016249996552
463,2000,1000,withomp,5,default,4,0.513633249999657
464,2000,1000,withomp,5,default,5,0.5089544580005168
465,2000,1000,withomp,6,default,1,0.43389750000005733
466,2000,1000,withomp,6,default,2,0.4253278330006651
467,2000,1000,withomp,6,default,3,0.42482816699975956
468,2000,1000,withomp,6,default,4,0.4247083340005702
469,2000,1000,withomp,6,default,5,0.42501604199969734
470,2000,1000,withomp,7,default,1,0.3669072499997128
471,2000,1000,withomp,7,default,2,0.36630029099978856
472,2000,1000,withomp,7,default,3,0.366030750000391
473,2000,1000,withomp,7,default,4,0.3671759999997448
474,2000,1000,withomp,7,default,5,0.36865320800006884
475,2000,1000,withomp,8,default,1,0.32368879200021183
476,2000,1000,withomp,8,default,2,0.32415345899971726
477,2000,1000,withomp,8,default,3,0.3244626249997964
478,2000,1000,withomp,8,default,4,0.32316924999940966
479,2000,1000,withomp,8,default,5,0.3225549160006267
480,5000,100,withomp,1,default,1,1.8268451250005455
481,5000,100,withomp,1,default,2,1.8351654999996754
482,5000,100,withomp,1,default,3,1.8249734999999419
483,5000,100,withomp,1,default,4,1.8283400000000256
484,5000,100,withomp,1,default,5,1.8350332079999134
485,5000,100,withomp,2,default,1,0.9279441250000673
486,5000,100,withomp,2,default,2,0.9219908340000984
487,5000,100,withomp,2,default,3,0.9230324999998629
488,5000,100,withomp,2,default,4,0.9212681669996527
489,5000,100,withomp,2,default,5,0.9311875000003056
490,5000,100,withomp,3,default,1,0.6278027920006934
491,5000,100,withomp,3,default,2,0.6284093340000254
492,5000,100,withomp,3,default,3,0.6263991659998283
493,5000,100,withomp,3,default,4,0.6249288330000127
494,5000,100,withomp,3,default,5,0.6272564159999092
495,5000,100,withomp,4,default,1,0.47768012500000623
496,5000,100,withomp,4,default,2,0.47108112499972776
497,5000,100,withomp,4,default,3,0.4728781670000899
498,5000,100,withomp,4,default,4,0.4732176249999611
499,5000,100,withomp,4,default,5,0.4743452080001589
500,5000,100,withomp,5,default,1,0.3783507500002088
501,5000,100,withomp,5,default,2,0.3775452079999013
502,5000,100,withomp,5,default,3,0.3752020830006586
503,5000,100,withomp,5,default,4,0.3809020420003435
504,5000,100,withomp,5,default,5,0.3772361669998645
505,5000,100,withomp,6,default,1,0.31607699999949546
506,5000,100,withomp,6,default,2,0.31217370800004574
507,5000,100,withomp,6,default,3,0.31220604200007074
508,5000,100,withomp,6,default,4,0.3127699169999687
509,5000,100,withomp,6,default,5,0.3124059579995446
510,5000,100,withomp,7,default,1,0.27800999999999476
511,5000,100,withomp,7,default,2,0.2697016659994915
512,5000,100,withomp,7,default,3,0.2719360830005826
513,5000,100,withomp,7,default,4,0.27181295799982763
514,5000,100,withomp,7,default,5,0.2731746250001379
515,5000,100,withomp,8,default,1,0.24585437499990803
516,5000,100,withomp,8,default,2,0.24105962500016176
517,5000,100,withomp,8,default,3,0.24159416600014083
518,5000,100,withomp,8,default,4,0.2416921670001102
519,5000,100,withomp,8,default,5,0.2410044589996687
520,5000,500,withomp,1,default,1,7.820756833000814
521,5000,500,withomp,1,default,2,7.852127957999983
522,5000,500,withomp,1,default,3,7.828078542000185
523,5000,500,withomp,1,default,4,7.881043000000318
524,5000,500,withomp,1,default,5,7.866360500000155
525,5000,500,withomp,2,default,1,4.012189499999295
526,5000,500,withomp,2,default,2,3.9805096250001952
527,5000,500,withomp,2,default,3,3.982721291999951
528,5000,500,withomp,2,default,4,3.9793554580001
529,5000,500,withomp,2,default,5,4.001419250000254
530,5000,500,withomp,3,default,1,2.7190780000000814
531,5000,500,withomp,3,default,2,2.7183754590005265
532,5000,500,withomp,3,default,3,2.7228572499998336
533,5000,500,withomp,3,default,4,2.7198912089997975
534,5000,500,withomp,3,default,5,2.7188449590003074
535,5000,500,withomp,4,default,1,2.039429582999219
536,5000,500,withomp,4,default,2,2.145493957999861
537,5000,500,withomp,4,default,3,2.0376322090005488
538,5000,500,withomp,4,default,4,2.038341292000041
539,5000,500,withomp,4,default,5,2.0436454999999114
540,5000,500,withomp,5,default,1,1.6270053749994986
541,5000,500,withomp,5,default,2,1.6260489579999557
542,5000,500,withomp,5,default,3,1.6233398329995907
543,5000,500,withomp,5,default,4,1.6191757079996023
544,5000,500,withomp,5,default,5,1.6232636670001739
545,5000,500,withomp,6,default,1,1.355556333000095
546,5000,500,withomp,6,default,2,1.3512634999997317
547,5000,500,withomp,6,default,3,1.352103375000297
548,5000,500,withomp,6,default,4,1.3551636250003867
549,5000,500,withomp,6,default,5,1.3546879589994205
550,5000,500,withomp,7,default,1,1.1766626669996185
551,5000,500,withomp,7,default,2,1.1691718329993819
552,5000,500,withomp,7,default,3,1.173518624999815
553,5000,500,withomp,7,default,4,1.1677832089999356
554,5000,500,withomp,7,default,5,1.1708942909999678
555,5000,500,withomp,8,default,1,1.027858749999723
556,5000,500,withomp,8,default,2,1.0227853750002396
557,5000,500,withomp,8,default,3,1.0265742499996122
558,5000,500,withomp,8,default,4,1.0251323749998846
559,5000,500,withomp,8,default,5,1.024522290999812
560,5000,1000,withomp,1,default,1,15.317467750000105
561,5000,1000,withomp,1,default,2,15.429421457999524
562,5000,1000,withomp,1,default,3,15.27735358299924
563,5000,1000,withomp,1,default,4,15.416272958999798
564,5000,1000,withomp,1,default,5,15.480627124999955
565,5000,1000,withomp,2,default,1,7.754477082999983
566,5000,1000,withomp,2,default,2,7.783629999999903
567,5000,1000,withomp,2,default,3,7.778021749999425
568,5000,1000,withomp,2,default,4,7.780458707999969
569,5000,1000,withomp,2,default,5,7.778098499999942
570,5000,1000,withomp,3,default,1,5.337091749999672
571,5000,1000,withomp,3,default,2,5.32872745899931
572,5000,1000,withomp,3,default,3,5.329985792000116
573,5000,1000,withomp,3,default,4,5.309584540999822
574,5000,1000,withomp,3,default,5,5.325791000000208
575,5000,1000,withomp,4,default,1,3.989358415999959
576,5000,1000,withomp,4,default,2,3.9821792080001615
577,5000,1000,withomp,4,default,3,3.9817275000004884
578,5000,1000,withomp,4,default,4,3.996007374999863
579,5000,1000,withomp,4,default,5,3.9863599159998557
580,5000,1000,withomp,5,default,1,3.1902056659992013
581,5000,1000,withomp,5,default,2,3.184470084000168
582,5000,1000,withomp,5,default,3,3.1743782080002347
583,5000,1000,withomp,5,default,4,3.1642678749994957
584,5000,1000,withomp,5,default,5,3.165058958999907
585,5000,1000,withomp,6,default,1,2.6435611249999056
586,5000,1000,withomp,6,default,2,2.6408888750002006
587,5000,1000,withomp,6,default,3,2.6379839170003834
588,5000,1000,withomp,6,default,4,2.635700750000069
589,5000,1000,withomp,6,default,5,2.6416465420006716
590,5000,1000,withomp,7,default,1,2.2867722920000233
591,5000,1000,withomp,7,default,2,2.2834369169995625
592,5000,1000,withomp,7,default,3,2.282581333000053
593,5000,1000,withomp,7,default,4,2.2804754999997385
594,5000,1000,withomp,7,default,5,2.283453209000072
595,5000,1000,withomp,8,default,1,2.0020311660000516
596,5000,1000,withomp,8,default,2,1.9960750420004842
597,5000,1000,withomp,8,default,3,1.994137208000211
598,5000,1000,withomp,8,default,4,1.9953295420000359
599,5000,1000,withomp,8,default,5,1.9970779590003076
